File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G09_P01-10_SPRUE PRESSURE.csv,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Title,Packing-Sprue Pressure,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Time (sec),Run 9 : G09_P01 (MPa),Time (sec),Run 88 : G09_P02 (MPa),Time (sec),Run 89 : G09_P03 (MPa),Time (sec),Run 90 : G09_P04 (MPa),Time (sec),Run 91 : G09_P05 (MPa),Time (sec),Run 92 : G09_P06 (MPa),Time (sec),Run 93 : G09_P07 (MPa),Time (sec),Run 94 : G09_P08 (MPa),Time (sec),Run 95 : G09_P09 (MPa),Time (sec),Run 96 : G09_P10 (MPa)
14.3438,1.00E-06,13.487,1.00E-06,9.60797,1.00E-06,17.7957,1.00E-06,16.1021,1.00E-06,14.5553,1.00E-06,10.0047,0.702364,15.9254,1.00E-06,12.8916,1.00E-06,16.9796,1.00E-06
14.652,1.00E-06,13.7899,1.00E-06,9.87702,1.00E-06,18.0785,1.00E-06,16.4255,1.00E-06,14.8791,1.00E-06,10.0676,0.260754,16.2603,1.00E-06,13.1794,1.00E-06,17.3095,1.00E-06
14.9632,1.00E-06,14.0959,1.00E-06,10.1488,1.00E-06,18.3642,1.00E-06,16.7521,1.00E-06,15.2061,1.00E-06,10.1368,0.0804102,16.3704,1.00E-06,13.47,1.00E-06,17.6428,1.00E-06
15.2776,1.00E-06,14.405,1.00E-06,10.4232,1.00E-06,,,17.0819,1.00E-06,15.5364,1.00E-06,10.2128,0.0192352,16.4914,1.00E-06,13.7636,1.00E-06,17.9793,1.00E-06
15.5951,1.00E-06,14.7171,1.00E-06,10.7004,1.00E-06,,,17.4151,1.00E-06,15.87,1.00E-06,10.2965,0.00313794,,,14.0601,1.00E-06,18.3192,1.00E-06
15.9157,1.00E-06,15.0324,1.00E-06,10.9804,1.00E-06,,,17.7516,1.00E-06,16.2069,1.00E-06,10.5558,1.00E-06,,,14.3595,1.00E-06,18.6417,1.00E-06
16.2396,1.00E-06,15.3508,1.00E-06,11.2631,1.00E-06,,,18.0914,1.00E-06,16.5472,1.00E-06,10.8177,1.00E-06,,,14.662,1.00E-06,18.9674,1.00E-06
16.5667,1.00E-06,15.6724,1.00E-06,11.5487,1.00E-06,,,18.4347,1.00E-06,16.8909,1.00E-06,11.0822,1.00E-06,,,14.9674,1.00E-06,,
16.8971,1.00E-06,15.9972,1.00E-06,11.8372,1.00E-06,,,18.7814,1.00E-06,17.238,1.00E-06,11.3493,1.00E-06,,,15.276,1.00E-06,,
17.2308,1.00E-06,16.3253,1.00E-06,12.1285,1.00E-06,,,19.1315,1.00E-06,17.5886,1.00E-06,11.6191,1.00E-06,,,15.5876,1.00E-06,,
17.5678,1.00E-06,16.6567,1.00E-06,12.4228,1.00E-06,,,19.4852,1.00E-06,17.9428,1.00E-06,11.8916,1.00E-06,,,15.9023,1.00E-06,,
17.9082,1.00E-06,16.9913,1.00E-06,12.72,1.00E-06,,,19.8424,1.00E-06,18.3004,1.00E-06,12.1668,1.00E-06,,,16.2202,1.00E-06,,
18.252,1.00E-06,17.3293,1.00E-06,13.0201,1.00E-06,,,20.0664,1.00E-06,18.6616,1.00E-06,12.4448,1.00E-06,,,16.5413,1.00E-06,,
18.5993,1.00E-06,17.6707,1.00E-06,13.3233,1.00E-06,,,20.2927,1.00E-06,19.0265,1.00E-06,12.7255,1.00E-06,,,16.8655,1.00E-06,,
18.95,1.00E-06,18.0155,1.00E-06,13.6295,1.00E-06,,,,,19.395,1.00E-06,13.0091,1.00E-06,,,17.193,1.00E-06,,
19.3042,1.00E-06,18.3638,1.00E-06,13.9388,1.00E-06,,,,,19.7671,1.00E-06,13.2955,1.00E-06,,,17.5238,1.00E-06,,
19.6619,1.00E-06,18.7155,1.00E-06,14.2511,1.00E-06,,,,,20.0103,1.00E-06,13.5847,1.00E-06,,,17.8579,1.00E-06,,
20.0233,1.00E-06,19.0707,1.00E-06,14.5666,1.00E-06,,,,,20.256,1.00E-06,13.8769,1.00E-06,,,18.1953,1.00E-06,,
20.3882,1.00E-06,19.4295,1.00E-06,14.8852,1.00E-06,,,,,,,14.172,1.00E-06,,,18.5361,1.00E-06,,
20.7568,1.00E-06,19.7919,1.00E-06,15.207,1.00E-06,,,,,,,14.47,1.00E-06,,,18.8804,1.00E-06,,
21.1291,1.00E-06,20.1579,1.00E-06,15.5321,1.00E-06,,,,,,,14.771,1.00E-06,,,19.228,1.00E-06,,
21.5051,1.00E-06,20.5276,1.00E-06,15.8604,1.00E-06,,,,,,,15.075,1.00E-06,,,19.5791,1.00E-06,,
21.7609,1.00E-06,20.901,1.00E-06,16.1919,1.00E-06,,,,,,,15.3821,1.00E-06,,,19.9338,1.00E-06,,
22.0191,1.00E-06,21.2781,1.00E-06,16.5268,1.00E-06,,,,,,,15.6922,1.00E-06,,,20.292,1.00E-06,,
,,21.659,1.00E-06,16.865,1.00E-06,,,,,,,16.0054,1.00E-06,,,20.6538,1.00E-06,,
,,22.0436,1.00E-06,17.2067,1.00E-06,,,,,,,16.3218,1.00E-06,,,21.0192,1.00E-06,,
,,22.4322,1.00E-06,17.5517,1.00E-06,,,,,,,16.6413,1.00E-06,,,21.3882,1.00E-06,,
,,22.4872,1.00E-06,17.9002,1.00E-06,,,,,,,16.964,1.00E-06,,,21.7609,1.00E-06,,
,,22.5476,1.00E-06,18.2521,1.00E-06,,,,,,,17.29,1.00E-06,,,22.1374,1.00E-06,,
,,,,18.6076,1.00E-06,,,,,,,17.6192,1.00E-06,,,22.5176,1.00E-06,,
,,,,18.9667,1.00E-06,,,,,,,17.9517,1.00E-06,,,22.6574,1.00E-06,,
,,,,19.3293,1.00E-06,,,,,,,18.2875,1.00E-06,,,22.8112,1.00E-06,,
,,,,19.6956,1.00E-06,,,,,,,18.6267,1.00E-06,,,,,,
,,,,20.0655,1.00E-06,,,,,,,18.9693,1.00E-06,,,,,,
,,,,20.4391,1.00E-06,,,,,,,19.3153,1.00E-06,,,,,,
,,,,20.6022,1.00E-06,,,,,,,19.6647,1.00E-06,,,,,,
,,,,20.7816,1.00E-06,,,,,,,20.0177,1.00E-06,,,,,,
,,,,,,,,,,,,20.3742,1.00E-06,,,,,,
,,,,,,,,,,,,20.7342,1.00E-06,,,,,,
,,,,,,,,,,,,21.0979,1.00E-06,,,,,,
,,,,,,,,,,,,21.4652,1.00E-06,,,,,,
,,,,,,,,,,,,21.8361,1.00E-06,,,,,,
,,,,,,,,,,,,22.2108,1.00E-06,,,,,,
,,,,,,,,,,,,22.5892,1.00E-06,,,,,,
,,,,,,,,,,,,22.9714,1.00E-06,,,,,,
,,,,,,,,,,,,23.3574,1.00E-06,,,,,,
,,,,,,,,,,,,23.7473,1.00E-06,,,,,,
,,,,,,,,,,,,24.1411,1.00E-06,,,,,,
,,,,,,,,,,,,24.2234,1.00E-06,,,,,,
,,,,,,,,,,,,24.3139,1.00E-06,,,,,,
