Test_ID,theta1,theta2,Pt,type,panel_a_in,panel_b_in,source_dataset,source_test_id,csv_path
6x4_028,36.0,-31.0,16700.334618625035,2,6.0,4.0,6x4_curated_v1,Test_028,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_028.csv
6x4_029,52.0,-41.0,15305.02527292944,1,6.0,4.0,6x4_curated_v1,Test_029,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_029.csv
6x4_030,15.0,-12.0,17924.24390293732,3,6.0,4.0,6x4_curated_v1,Test_030,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_030.csv
6x4_031,-55.0,-62.0,12458.905489669378,1,6.0,4.0,6x4_curated_v1,Test_031,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_031.csv
6x4_032,-19.0,-7.0,18193.504559718982,3,6.0,4.0,6x4_curated_v1,Test_032,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_032.csv
6x4_033,-61.0,86.0,8603.9325816845,1,6.0,4.0,6x4_curated_v1,Test_033,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_033.csv
6x4_034,-43.0,-15.0,20448.84284785929,2,6.0,4.0,6x4_curated_v1,Test_034,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_034.csv
6x4_035,70.0,81.0,7229.269718547071,1,6.0,4.0,6x4_curated_v1,Test_035,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_035.csv
6x4_036,8.0,25.0,19860.29223620826,3,6.0,4.0,6x4_curated_v1,Test_036,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_036.csv
6x4_037,-85.0,67.0,7472.906084422283,1,6.0,4.0,6x4_curated_v1,Test_037,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_037.csv
6x4_038,-56.0,52.0,13793.266474940921,1,6.0,4.0,6x4_curated_v1,Test_038,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_038.csv
6x4_039,64.0,42.0,15153.472420711814,1,6.0,4.0,6x4_curated_v1,Test_039,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_039.csv
6x4_040,-27.0,-54.0,17787.812425229233,2,6.0,4.0,6x4_curated_v1,Test_040,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_040.csv
6x4_041,-2.0,-68.0,22358.117936279017,2,6.0,4.0,6x4_curated_v1,Test_041,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_041.csv
6x4_042,84.0,51.0,10860.970880970019,1,6.0,4.0,6x4_curated_v1,Test_042,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_042.csv
6x4_043,79.0,-71.0,7263.017948467875,1,6.0,4.0,6x4_curated_v1,Test_043,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_043.csv
6x4_044,59.0,-56.0,13020.757742860987,1,6.0,4.0,6x4_curated_v1,Test_044,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_044.csv
6x4_045,-18.0,-35.0,19995.27729445088,2,6.0,4.0,6x4_curated_v1,Test_045,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_045.csv
6x4_046,-76.0,-77.0,6767.080412473619,1,6.0,4.0,6x4_curated_v1,Test_046,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_046.csv
6x4_047,42.0,27.0,16941.948790650924,2,6.0,4.0,6x4_curated_v1,Test_047,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_047.csv
6x4_048,1.0,71.0,22333.915636394122,2,6.0,4.0,6x4_curated_v1,Test_048,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_048.csv
6x4_049,-37.0,22.0,18894.133918603293,2,6.0,4.0,6x4_curated_v1,Test_049,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_049.csv
6x4_050,-16.0,44.0,20095.47310657902,2,6.0,4.0,6x4_curated_v1,Test_050,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_050.csv
6x4_051,28.0,57.0,17211.139894556734,2,6.0,4.0,6x4_curated_v1,Test_051,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_051.csv
6x4_052,-79.0,34.0,16823.46663263932,2,6.0,4.0,6x4_curated_v1,Test_052,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_052.csv
6x4_053,3.0,87.0,22215.838817931355,2,6.0,4.0,6x4_curated_v1,Test_053,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_053.csv
6x4_054,-17.0,-44.0,19802.670513986137,2,6.0,4.0,6x4_curated_v1,Test_054,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_054.csv
6x4_055,44.0,-49.0,16003.53308045265,1,6.0,4.0,6x4_curated_v1,Test_055,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_055.csv
6x4_056,67.0,-19.0,20518.220862411847,2,6.0,4.0,6x4_curated_v1,Test_056,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_056.csv
6x4_057,2.0,74.0,22293.436635106573,2,6.0,4.0,6x4_curated_v1,Test_057,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_057.csv
6x4_058,82.0,19.0,20273.166907762425,2,6.0,4.0,6x4_curated_v1,Test_058,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_058.csv
6x4_059,14.0,3.0,17403.926771403785,3,6.0,4.0,6x4_curated_v1,Test_059,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_059.csv
6x4_060,44.0,-84.0,13059.554858234635,1,6.0,4.0,6x4_curated_v1,Test_060,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_060.csv
6x4_061,0.0,-52.0,22390.338402721325,2,6.0,4.0,6x4_curated_v1,Test_061,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_061.csv
6x4_062,33.0,26.0,17848.77388656686,2,6.0,4.0,6x4_curated_v1,Test_062,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_062.csv
6x4_063,-75.0,38.0,15942.54751799103,2,6.0,4.0,6x4_curated_v1,Test_063,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_063.csv
6x4_064,-20.0,55.0,19917.952698060064,2,6.0,4.0,6x4_curated_v1,Test_064,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_064.csv
6x4_065,72.0,31.0,17410.69061531813,2,6.0,4.0,6x4_curated_v1,Test_065,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_065.csv
6x4_066,75.0,72.0,7574.793974005972,1,6.0,4.0,6x4_curated_v1,Test_066,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_066.csv
6x4_067,-83.0,68.0,7376.135864080732,1,6.0,4.0,6x4_curated_v1,Test_067,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_067.csv
6x4_068,-26.0,-1.0,19576.793491775054,3,6.0,4.0,6x4_curated_v1,Test_068,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_068.csv
6x4_069,-36.0,57.0,15953.533601743304,2,6.0,4.0,6x4_curated_v1,Test_069,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_069.csv
6x4_070,-89.0,-51.0,10741.93579880972,1,6.0,4.0,6x4_curated_v1,Test_070,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_070.csv
6x4_071,-45.0,-29.0,16187.949974005638,2,6.0,4.0,6x4_curated_v1,Test_071,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_071.csv
6x4_072,-29.0,13.0,20883.60514859316,3,6.0,4.0,6x4_curated_v1,Test_072,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_072.csv
6x4_073,-22.0,46.0,18362.65095522395,2,6.0,4.0,6x4_curated_v1,Test_073,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_073.csv
6x4_074,-1.0,-8.0,16957.129742286947,3,6.0,4.0,6x4_curated_v1,Test_074,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_074.csv
6x4_075,-22.0,82.0,19855.135779360873,2,6.0,4.0,6x4_curated_v1,Test_075,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_075.csv
6x4_076,50.0,5.0,21909.575475465925,2,6.0,4.0,6x4_curated_v1,Test_076,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_076.csv
6x4_077,-64.0,20.0,19512.41367375843,2,6.0,4.0,6x4_curated_v1,Test_077,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_077.csv
6x4_078,29.0,-79.0,18169.39831242523,2,6.0,4.0,6x4_curated_v1,Test_078,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_078.csv
6x4_079,-67.0,39.0,15675.109831677206,2,6.0,4.0,6x4_curated_v1,Test_079,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_079.csv
6x4_080,-53.0,-64.0,13084.614568148081,1,6.0,4.0,6x4_curated_v1,Test_080,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_080.csv
6x4_081,-38.0,-72.0,16101.298190734396,2,6.0,4.0,6x4_curated_v1,Test_081,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_081.csv
6x4_082,85.0,48.0,11736.197462441638,1,6.0,4.0,6x4_curated_v1,Test_082,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_082.csv
6x4_083,-12.0,85.0,21326.424718647988,2,6.0,4.0,6x4_curated_v1,Test_083,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_083.csv
6x4_084,77.0,-48.0,12337.943110434046,1,6.0,4.0,6x4_curated_v1,Test_084,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_084.csv
6x4_085,45.0,75.0,12589.587008838233,1,6.0,4.0,6x4_curated_v1,Test_085,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_085.csv
6x4_086,-41.0,-54.0,15341.482645335416,1,6.0,4.0,6x4_curated_v1,Test_086,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_086.csv
6x4_087,-38.0,89.0,16189.267634561245,2,6.0,4.0,6x4_curated_v1,Test_087,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_087.csv
6x4_088,23.0,33.0,18608.451507404636,2,6.0,4.0,6x4_curated_v1,Test_088,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_088.csv
6x4_089,18.0,-35.0,20032.379657876594,2,6.0,4.0,6x4_curated_v1,Test_089,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_089.csv
6x4_090,-65.0,24.0,18553.21629145018,2,6.0,4.0,6x4_curated_v1,Test_090,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_090.csv
6x4_091,11.0,36.0,21767.84320171658,3,6.0,4.0,6x4_curated_v1,Test_091,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_091.csv
6x4_092,-38.0,-40.0,16099.213392153637,2,6.0,4.0,6x4_curated_v1,Test_092,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_092.csv
6x4_093,-70.0,-78.0,7555.890633922434,1,6.0,4.0,6x4_curated_v1,Test_093,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_093.csv
6x4_094,73.0,-55.0,11135.612813237853,1,6.0,4.0,6x4_curated_v1,Test_094,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_094.csv
6x4_095,68.0,-30.0,17661.643455896938,2,6.0,4.0,6x4_curated_v1,Test_095,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_095.csv
6x4_096,84.0,-52.0,10662.045194364207,1,6.0,4.0,6x4_curated_v1,Test_096,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_096.csv
6x4_097,-46.0,-23.0,17833.473577146986,2,6.0,4.0,6x4_curated_v1,Test_097,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_097.csv
6x4_098,-1.0,36.0,21625.61055912366,3,6.0,4.0,6x4_curated_v1,Test_098,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_098.csv
6x4_099,90.0,40.0,12361.552384112701,1,6.0,4.0,6x4_curated_v1,Test_099,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_099.csv
6x4_100,69.0,62.0,10290.846377699652,1,6.0,4.0,6x4_curated_v1,Test_100,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_100.csv
6x4_101,48.0,15.0,20115.567029852402,2,6.0,4.0,6x4_curated_v1,Test_101,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_101.csv
6x4_102,76.0,-24.0,18748.451080897223,2,6.0,4.0,6x4_curated_v1,Test_102,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_102.csv
6x4_103,66.0,14.0,20779.429796308756,2,6.0,4.0,6x4_curated_v1,Test_103,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_103.csv
6x4_104,83.0,3.0,22013.511892918705,2,6.0,4.0,6x4_curated_v1,Test_104,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_104.csv
6x4_105,89.0,-77.0,5739.6752127169875,1,6.0,4.0,6x4_curated_v1,Test_105,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_105.csv
6x4_106,-12.0,43.0,21892.502054630153,2,6.0,4.0,6x4_curated_v1,Test_106,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_106.csv
6x4_107,69.0,8.0,21693.39061803584,2,6.0,4.0,6x4_curated_v1,Test_107,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_107.csv
6x4_108,46.0,-72.0,13003.628983356539,1,6.0,4.0,6x4_curated_v1,Test_108,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_108.csv
6x4_109,-69.0,17.0,20635.671601532737,2,6.0,4.0,6x4_curated_v1,Test_109,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_109.csv
6x4_110,-51.0,1.0,22182.1381511646,2,6.0,4.0,6x4_curated_v1,Test_110,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_110.csv
6x4_111,7.0,87.0,21920.621936815387,2,6.0,4.0,6x4_curated_v1,Test_111,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_111.csv
6x4_112,21.0,-8.0,19054.511313868734,3,6.0,4.0,6x4_curated_v1,Test_112,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_112.csv
6x4_113,35.0,-2.0,21509.802299412044,3,6.0,4.0,6x4_curated_v1,Test_113,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_113.csv
6x4_114,-35.0,-78.0,16760.714683028644,2,6.0,4.0,6x4_curated_v1,Test_114,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_114.csv
6x4_115,22.0,74.0,19318.37365424374,2,6.0,4.0,6x4_curated_v1,Test_115,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_115.csv
6x4_116,12.0,-85.0,21286.86687496217,2,6.0,4.0,6x4_curated_v1,Test_116,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_116.csv
6x4_117,-87.0,33.0,17047.571877581824,2,6.0,4.0,6x4_curated_v1,Test_117,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_117.csv
6x4_118,54.0,-88.0,10093.622702080575,1,6.0,4.0,6x4_curated_v1,Test_118,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_118.csv
6x4_119,31.0,-10.0,21142.379614046542,3,6.0,4.0,6x4_curated_v1,Test_119,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_119.csv
6x4_120,-58.0,-26.0,17662.200542907973,2,6.0,4.0,6x4_curated_v1,Test_120,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_120.csv
6x4_121,-50.0,14.0,20916.586085929557,2,6.0,4.0,6x4_curated_v1,Test_121,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_121.csv
6x4_122,20.0,-73.0,20516.942125553487,2,6.0,4.0,6x4_curated_v1,Test_122,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_122.csv
6x4_123,76.0,4.0,21993.004758074017,2,6.0,4.0,6x4_curated_v1,Test_123,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_123.csv
6x4_124,42.0,-66.0,15459.117617288746,1,6.0,4.0,6x4_curated_v1,Test_124,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_124.csv
6x4_125,-3.0,72.0,22280.06196581888,2,6.0,4.0,6x4_curated_v1,Test_125,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_125.csv
6x4_126,-8.0,18.0,17930.849905103307,2,6.0,4.0,6x4_curated_v1,Test_126,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_126.csv
6x4_127,-66.0,77.0,8433.232191979947,1,6.0,4.0,6x4_curated_v1,Test_127,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_127.csv
6x4_128,59.0,-70.0,10901.028508593796,1,6.0,4.0,6x4_curated_v1,Test_128,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_128.csv
6x4_129,24.0,11.0,19751.16392023655,3,6.0,4.0,6x4_curated_v1,Test_129,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_129.csv
6x4_130,-59.0,12.0,21543.467950390856,2,6.0,4.0,6x4_curated_v1,Test_130,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_130.csv
6x4_131,41.0,53.0,15325.026379625706,1,6.0,4.0,6x4_curated_v1,Test_131,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_131.csv
6x4_132,38.0,35.0,15742.111371218838,2,6.0,4.0,6x4_curated_v1,Test_132,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_132.csv
6x4_133,-21.0,37.0,18849.98592227573,2,6.0,4.0,6x4_curated_v1,Test_133,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_133.csv
6x4_134,-56.0,37.0,15597.112008826294,2,6.0,4.0,6x4_curated_v1,Test_134,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_134.csv
6x4_135,39.0,-76.0,16006.88943855908,2,6.0,4.0,6x4_curated_v1,Test_135,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_135.csv
6x4_136,8.0,-68.0,21932.581487616357,2,6.0,4.0,6x4_curated_v1,Test_136,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_136.csv
6x4_137,68.0,53.0,12230.661588968265,1,6.0,4.0,6x4_curated_v1,Test_137,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_137.csv
6x4_138,-28.0,-75.0,18425.936762558722,2,6.0,4.0,6x4_curated_v1,Test_138,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_138.csv
6x4_139,-52.0,-36.0,15468.37737358641,2,6.0,4.0,6x4_curated_v1,Test_139,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_139.csv
6x4_140,1.0,-3.0,16760.952958425063,3,6.0,4.0,6x4_curated_v1,Test_140,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_140.csv
6x4_141,79.0,49.0,11693.184234639493,1,6.0,4.0,6x4_curated_v1,Test_141,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_141.csv
6x4_142,56.0,10.0,21319.723385365323,2,6.0,4.0,6x4_curated_v1,Test_142,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_142.csv
6x4_143,39.0,-35.0,16036.190720089693,2,6.0,4.0,6x4_curated_v1,Test_143,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_143.csv
6x4_144,-86.0,-39.0,15835.30296171324,2,6.0,4.0,6x4_curated_v1,Test_144,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_144.csv
6x4_145,29.0,32.0,17321.666898558327,2,6.0,4.0,6x4_curated_v1,Test_145,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_145.csv
6x4_146,-41.0,-28.0,16422.268749824758,2,6.0,4.0,6x4_curated_v1,Test_146,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_146.csv
6x4_147,47.0,23.0,18337.610171054326,2,6.0,4.0,6x4_curated_v1,Test_147,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_147.csv
6x4_148,46.0,-62.0,15167.89709263468,1,6.0,4.0,6x4_curated_v1,Test_148,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_148.csv
