Test_ID,Theta1,Theta2,Pt
Test_187,-47.0,-37.0,15469.306103976014
Test_188,-40.0,56.0,15505.556137508522
Test_189,34.0,0.0,21690.79835324644
Test_190,-80.0,40.0,15660.035271325043
Test_191,-75.0,6.0,21882.010175929852
Test_192,89.0,-86.0,4974.456344214698
Test_193,48.0,41.0,15500.57236990941
Test_194,-11.0,-16.0,18009.31869637085
Test_195,12.0,71.0,21377.041338223076
Test_196,-32.0,84.0,17440.041142761896
Test_197,-80.0,-38.0,16056.639305761139
Test_198,-82.0,-53.0,10604.521694320127
Test_199,-45.0,82.0,12785.334725510631
Test_200,88.0,-42.0,12008.926351299118
Test_201,-73.0,-27.0,18014.9650621937
Test_202,-24.0,-76.0,19495.640169757466
Test_203,33.0,58.0,16482.04080712149
Test_204,27.0,-22.0,20179.030442597563
Test_205,-58.0,-50.0,15124.68535354721
Test_206,4.0,90.0,10038.600722349593
Test_207,19.0,-83.0,20564.91963223016
Test_208,-87.0,47.0,11906.234435663253
Test_209,58.0,-69.0,11282.766392551277
Test_210,-10.0,23.0,18468.04259986061
Test_211,55.0,-59.0,13100.177711280565
Test_212,-63.0,54.0,13170.06214727101
Test_213,67.0,-42.0,15292.9758923371
Test_214,63.0,-14.0,20812.492840603652
Test_215,9.0,13.0,17439.106265007424
Test_216,-10.0,59.0,22290.258824537737
Test_217,21.0,56.0,19720.401500551343
Test_218,5.0,-15.0,17063.771872042933
Test_219,-7.0,65.0,22867.58007996084
Test_220,14.0,-23.0,18941.57052539226
Test_221,74.0,-56.0,10793.905735864098
Test_222,7.0,-80.0,22708.164994086703
Test_223,-78.0,-48.0,12260.421951534236
Test_224,-4.0,-43.0,21096.36439751405
Test_225,2.0,-73.0,22999.862364438683
Test_226,-42.0,80.0,12703.70335130492
Test_227,-42.0,-6.0,22070.71955774193
Test_228,60.0,-31.0,16921.061657142618
Test_229,42.0,86.0,12216.487732381484
Test_230,-44.0,-30.0,16392.611358614835
Test_231,-69.0,24.0,18672.066403642337
Test_232,-8.0,-27.0,20370.07284750744
Test_233,61.0,-20.0,20089.811395422636
Test_234,-49.0,-40.0,15399.378258803974
Test_235,-62.0,7.0,21848.001063428106
Test_236,16.0,-57.0,21060.347674631616
Test_237,-32.0,66.0,17257.4661116269
Test_238,64.0,-22.0,19603.9716603638
Test_239,30.0,17.0,19685.40104714372
Test_240,53.0,26.0,17367.955799762494
Test_241,13.0,6.0,17775.53588470045
Test_242,-31.0,60.0,17185.84743144669
Test_243,-63.0,-63.0,11571.045094294217
Test_244,85.0,-58.0,9248.263805205346
Test_245,-34.0,-14.0,21169.51855098021
Test_246,60.0,61.0,12186.420540176798
Test_247,-83.0,78.0,5904.1324528991545
Test_248,6.0,27.0,19913.879655588986
Test_249,6.0,16.0,17617.310269223028
Test_250,-47.0,64.0,15079.348337583882
Test_251,-69.0,0.0,22181.976651935638
Test_252,-82.0,-45.0,12805.992993890331
Test_253,56.0,-34.0,16048.898978965943
Test_254,-75.0,-17.0,20295.581441903447
Test_255,32.0,-60.0,16960.47444659435
Test_256,-25.0,-11.0,19471.70339355408
Test_257,65.0,80.0,8254.977994858447
Test_258,54.0,-18.0,19646.974082873447
Test_259,-6.0,38.0,21161.761987119058
Test_260,-50.0,68.0,12950.945634514916
Test_266,-26.0,-39.0,17236.994143611984
Test_267,-33.0,-46.0,15783.547365565131
Test_268,-59.0,29.0,17461.72884297697
Test_269,-60.0,60.0,12357.183283795895
Test_270,10.0,76.0,21637.279173263676
Test_271,-30.0,50.0,16433.395853451722
Test_272,72.0,69.0,8582.788953184589
Test_273,81.0,62.0,8668.509358412743
Test_274,30.0,-25.0,19119.897610543696
Test_275,80.0,-20.0,20363.18272349178
Test_276,-88.0,70.0,6795.8041052207645
Test_277,57.0,88.0,9435.268850119559
Test_278,18.0,78.0,20986.89993534419
Test_279,-88.0,-89.0,4911.324790713473
Test_280,-31.0,-12.0,20774.18053463553
Test_281,-72.0,-17.0,20711.036763829376
Test_282,25.0,-74.0,19272.65176735183
Test_283,34.0,-21.0,19016.767768615802
Test_284,16.0,16.0,18689.25204022269
Test_285,-21.0,55.0,19670.234272744197
Test_286,40.0,-87.0,11036.653496965433
Test_287,-77.0,22.0,19868.523250725088
Test_288,37.0,70.0,16300.188756217416
Test_289,-9.0,44.0,21717.376436376882
Test_290,20.0,-82.0,20449.8820843123
Test_291,26.0,5.0,19250.933509499788
Test_292,71.0,-88.0,6687.873343672521
Test_293,-28.0,11.0,19541.8698952902
Test_294,-71.0,-57.0,11009.283649709707
Test_295,-84.0,-9.0,21530.979419450596
Test_296,-48.0,82.0,12059.051590994488
Test_297,-13.0,-4.0,17592.469012780097
Test_298,-19.0,-23.0,20759.94345842013
Test_299,5.0,-32.0,21929.104553035253
Test_300,51.0,46.0,15725.886817545963
