Test_ID,Theta1,Theta2,Pt
Test_156,70.0,-86.0,4628.682805172048
Test_157,78.0,-26.0,7605.588560620867
Test_158,17.0,-43.0,7452.457229851058
Test_159,-9.0,-4.0,4267.5360078672375
Test_160,47.0,-13.0,7323.676722964833
Test_161,-43.0,-45.0,10526.70491771137
Test_162,-71.0,-11.0,6913.468759873402
Test_163,-84.0,28.0,7573.259908729455
Test_164,-16.0,-5.0,5049.757238613182
Test_165,-5.0,10.0,4616.933906948276
Test_166,-61.0,-3.0,6983.137187310844
Test_167,-4.0,-6.0,4475.429064875118
Test_168,-5.0,-1.0,11596.198175792388
Test_169,58.0,-70.0,7739.77926808732
Test_170,-35.0,-50.0,9307.513992774922
Test_171,-6.0,-18.0,5089.866871509018
Test_172,-68.0,5.0,6753.878220615981
Test_173,82.0,-55.0,7472.678202325305
Test_174,-76.0,51.0,9047.427144463363
Test_175,-73.0,85.0,4298.767565050063
Test_176,-36.0,30.0,8548.896667769483
Test_177,25.0,-81.0,7423.009736441361
Test_178,27.0,63.0,8265.42436139755
Test_179,73.0,-44.0,8955.63071410123
Test_180,-14.0,88.0,6545.629000487574
Test_181,88.0,45.0,8451.107427438883
Test_182,-14.0,42.0,7194.064545145668
Test_183,37.0,63.0,9058.052443052731
Test_184,83.0,43.0,8463.30543035326
Test_185,-18.0,49.0,7673.002966797708
Test_186,-54.0,1.0,6935.904182205977
Test_187,-47.0,-37.0,9606.501330315676
Test_188,-40.0,56.0,9675.16863801265
Test_189,34.0,0.0,6261.329657585698
Test_190,-80.0,40.0,8422.872777840304
Test_191,-75.0,6.0,6422.412645482792
Test_192,89.0,-86.0,3263.2384852150544
Test_193,48.0,41.0,10138.970888222835
Test_194,-11.0,-16.0,5228.982367353595
Test_195,12.0,71.0,6943.969177304097
Test_196,-32.0,84.0,7819.0313174857465
Test_197,-80.0,-38.0,8318.639383663185
Test_198,-82.0,-53.0,8013.239517912473
Test_199,-45.0,82.0,8572.529269237422
Test_200,88.0,-42.0,8369.427687454398
Test_201,-73.0,-27.0,7833.200873076521
Test_202,-24.0,-76.0,7562.042931729598
Test_203,33.0,58.0,8922.736624749012
Test_204,27.0,-22.0,7045.469380476001
Test_205,-58.0,-50.0,10472.657888161299
Test_206,4.0,90.0,6074.178893100809
Test_207,19.0,-83.0,6869.886997972456
Test_208,-87.0,47.0,8524.988985182688
Test_209,58.0,-69.0,7789.59403319423
Test_210,-10.0,23.0,5824.119094159258
Test_211,55.0,-59.0,8978.187506220806
Test_212,-63.0,54.0,9101.960891233519
Test_213,67.0,-42.0,9206.72136326551
Test_214,63.0,-14.0,7290.130246442609
Test_215,9.0,13.0,4852.8217401138245
Test_216,-10.0,59.0,7240.702476578327
Test_217,21.0,56.0,7964.986209461052
Test_218,5.0,-15.0,4859.4613298703125
Test_219,-7.0,65.0,6930.127787248348
Test_220,14.0,-23.0,5959.955807120186
Test_221,74.0,-56.0,8090.578951756315
Test_222,7.0,-80.0,6389.277002597616
Test_223,-78.0,-48.0,8840.226574770282
Test_224,-4.0,-43.0,6764.1115453021275
Test_225,2.0,-73.0,6553.010319310652
Test_226,-42.0,80.0,8552.20040250302
Test_227,-42.0,-6.0,6693.42287489041
Test_228,60.0,-31.0,8738.366091642509
Test_229,42.0,86.0,8381.00800029211
Test_230,-44.0,-30.0,8694.96562573713
Test_231,-69.0,24.0,7857.202257117829
Test_232,-8.0,-27.0,5850.978171923159
Test_233,61.0,-20.0,7748.886318284446
Test_234,-49.0,-40.0,9970.38659431247
Test_235,-62.0,7.0,7078.423705696617
Test_236,16.0,-57.0,7628.289549770601
Test_237,-32.0,66.0,8548.647654237193
Test_238,64.0,-22.0,7889.215706722138
Test_239,30.0,17.0,6747.046115477801
Test_240,53.0,26.0,8363.402857447778
Test_241,13.0,6.0,4704.787468038525
Test_242,-31.0,60.0,8739.001060592402
Test_243,-63.0,-63.0,7559.22667347828
Test_244,85.0,-58.0,6607.7843090574115
Test_245,-34.0,-14.0,6785.684103409566
Test_246,60.0,61.0,8105.285428792315
Test_247,-83.0,78.0,3927.089122401204
Test_248,6.0,27.0,5791.7739625133845
Test_249,6.0,16.0,5014.305032626578
Test_250,-47.0,64.0,9722.968671250654
Test_251,-69.0,0.0,6711.061950537175
Test_252,-82.0,-45.0,8573.790222531932
Test_253,56.0,-34.0,9076.25692555082
Test_254,-75.0,-17.0,6985.666126218877
Test_255,32.0,-60.0,8800.27444921991
Test_256,-25.0,-11.0,5843.190840480883
Test_257,65.0,80.0,5664.080186782016
Test_258,54.0,-18.0,7728.867450559708
Test_259,-6.0,38.0,6503.150773829434
Test_260,-50.0,68.0,9567.899370040805
Test_261,-14.0,-28.0,6418.458738778324
Test_262,-57.0,76.0,7558.61398659881
Test_263,-24.0,2.0,5479.198870742019
Test_264,87.0,-65.0,5305.039548140751
Test_265,-25.0,-84.0,7364.07269066722
Test_266,-26.0,-39.0,8088.4267124801745
Test_267,-33.0,-46.0,9075.226822935181
Test_268,-59.0,29.0,8601.747044051053
Test_269,-60.0,60.0,8248.923787334112
Test_270,10.0,76.0,6608.6895829612595
Test_271,-30.0,50.0,8791.8371612224
Test_272,72.0,69.0,5931.320371074177
Test_273,81.0,62.0,6071.882410835587
Test_274,30.0,-25.0,7630.3017033136175
Test_275,80.0,-20.0,7032.5052651227315
Test_276,-88.0,70.0,4574.052525793893
Test_277,57.0,88.0,6725.494631969182
Test_278,18.0,78.0,6994.610887125247
Test_279,-88.0,-89.0,3214.1430085500515
Test_280,-31.0,-12.0,6447.859363591536
Test_281,-72.0,-17.0,7202.390950658451
Test_282,25.0,-74.0,7661.928819118145
Test_283,34.0,-21.0,7418.9342705987065
Test_284,16.0,16.0,5666.968376549154
Test_285,-21.0,55.0,7927.092649356544
Test_286,40.0,-87.0,8307.12792888511
Test_287,-77.0,22.0,7289.995661164521
Test_288,37.0,70.0,8722.215526615664
Test_289,-9.0,44.0,6906.853491022047
Test_290,20.0,-82.0,7056.508461354513
Test_291,26.0,5.0,5777.273059932448
Test_292,71.0,-88.0,4440.792589714523
Test_293,-28.0,11.0,6153.353974245149
Test_294,-71.0,-57.0,7888.013873499853
Test_295,-84.0,-9.0,6274.695035308122
Test_296,-48.0,82.0,8675.147398280957
Test_297,-13.0,-4.0,4763.426686540797
Test_298,-19.0,-23.0,6549.298616527987
Test_299,5.0,-32.0,6169.698890063019
Test_300,51.0,46.0,10662.987299966431
