Test_ID,Theta1,Theta2,Pt
Test_062,33.0,26.0,7827.58928641721
Test_063,-75.0,38.0,8508.498726557214
Test_064,-20.0,55.0,7897.68401295813
Test_065,72.0,31.0,8148.871497925377
Test_066,75.0,72.0,5336.3009277028705
Test_067,-83.0,68.0,5018.832270502839
Test_068,-26.0,-1.0,5685.7966610439935
Test_069,-36.0,57.0,9269.875387253875
Test_070,-89.0,-51.0,8186.885156503056
Test_071,-45.0,-29.0,8522.70335144116
Test_072,-29.0,13.0,6416.567888444309
Test_073,-22.0,46.0,7986.551751007632
Test_074,-1.0,-8.0,4454.939969781293
Test_075,-22.0,82.0,7143.206077416182
Test_076,50.0,5.0,6882.240635812853
Test_077,-64.0,20.0,7737.312632660686
Test_078,29.0,-79.0,7803.462007931789
Test_079,-67.0,39.0,8982.995305747301
Test_080,-53.0,-64.0,10024.140841406297
Test_081,-38.0,-72.0,8627.018592297212
Test_082,85.0,48.0,8544.433939422363
Test_083,-12.0,85.0,6471.801341815617
Test_084,77.0,-48.0,8872.342836870366
Test_085,45.0,75.0,8820.118349899549
Test_086,-41.0,-54.0,9785.106877733755
Test_087,-38.0,89.0,8152.117779680076
Test_088,23.0,33.0,7461.225603669868
Test_089,18.0,-35.0,7095.691677222553
Test_090,-65.0,24.0,7976.981791930181
Test_091,11.0,36.0,6625.152210227835
Test_092,-38.0,-40.0,9702.760328515584
Test_093,-70.0,-78.0,5125.362950803406
Test_094,73.0,-55.0,8508.594598327965
Test_095,68.0,-30.0,8337.406838288463
Test_096,84.0,-52.0,8107.180297654419
Test_097,-46.0,-23.0,7984.983347223492
Test_098,-1.0,36.0,6233.452447751497
Test_099,90.0,40.0,8219.557921999232
Test_100,69.0,62.0,7030.441717237739
Test_101,48.0,15.0,7301.068736934463
Test_102,76.0,-24.0,7559.699790121312
Test_103,66.0,14.0,7188.988053844833
Test_104,83.0,3.0,6097.975702163886
Test_105,89.0,-77.0,3788.9218588223316
Test_106,-12.0,43.0,7095.8887279968985
Test_107,69.0,8.0,6732.279195085798
Test_108,46.0,-72.0,9086.16488647708
Test_109,-69.0,17.0,7278.778854284408
Test_110,-51.0,1.0,6852.670701511454
Test_111,7.0,87.0,6102.399929010011
Test_112,21.0,-8.0,5365.207130041489
Test_113,35.0,-2.0,6319.804566328414
Test_114,-35.0,-78.0,8154.096991937224
Test_115,22.0,74.0,7451.756926284188
Test_116,12.0,-85.0,6463.706076030276
Test_117,-87.0,33.0,7845.6568553549905
Test_118,54.0,-88.0,7396.543953430085
Test_119,31.0,-10.0,6212.083369363901
Test_120,-58.0,-26.0,8291.989442905944
Test_121,-50.0,14.0,7349.083490589079
Test_122,20.0,-73.0,7388.882997730079
Test_123,76.0,4.0,6353.228650931616
Test_124,42.0,-66.0,9239.133954507131
Test_125,-3.0,72.0,6528.593395970822
Test_126,-8.0,18.0,5230.918348215608
Test_127,-66.0,77.0,5823.231516011065
Test_128,59.0,-70.0,7537.689137484869
Test_129,24.0,11.0,5785.386087532803
Test_130,-59.0,12.0,7269.536334397416
Test_131,41.0,53.0,9829.567362078002
Test_132,38.0,35.0,9210.012389276973
Test_133,-21.0,37.0,7463.232752412636
Test_134,-56.0,37.0,9356.261202620251
Test_135,39.0,-76.0,8532.372438883216
Test_136,8.0,-68.0,6876.527845280246
Test_137,68.0,53.0,9689.06781898347
Test_138,-28.0,-75.0,7787.798763569689
Test_139,-52.0,-36.0,9305.793114337961
Test_140,1.0,-3.0,11665.921143637339
Test_141,79.0,49.0,8774.357101799495
Test_142,56.0,10.0,7098.562548082026
Test_143,39.0,-35.0,9348.751601905826
Test_144,-86.0,-39.0,8188.0332908818
Test_145,29.0,32.0,8133.6579178682105
Test_146,-41.0,-28.0,8355.232193454245
Test_147,47.0,23.0,7994.233175780046
Test_148,46.0,-62.0,9783.622353743329
Test_149,24.0,-59.0,8161.766026699633
Test_150,15.0,-47.0,7448.043010883276
Test_151,-66.0,-82.0,5337.450907776226
Test_152,-23.0,-66.0,7805.297601571619
Test_153,50.0,-62.0,10093.466280529354
Test_154,-65.0,-65.0,7049.5342982797365
Test_155,11.0,-32.0,6458.419722424503
Test_156,70.0,-86.0,4611.594982181081
Test_157,78.0,-26.0,7610.389501731962
Test_158,17.0,-43.0,7455.810587404853
Test_159,-9.0,-4.0,4267.542858404089
Test_160,47.0,-13.0,7323.433927324804
Test_161,-43.0,-45.0,10437.139162342337
Test_162,-71.0,-11.0,6772.271893460154
Test_163,-84.0,28.0,7571.172369407428
Test_164,-16.0,-5.0,5038.163977626102
Test_165,-5.0,10.0,4616.582490604712
Test_166,-61.0,-3.0,6840.473835881717
Test_167,-4.0,-6.0,4488.450351485556
Test_168,-5.0,-1.0,11591.474641550583
Test_169,58.0,-70.0,7739.8607075403825
Test_170,-35.0,-50.0,9210.473663926265
Test_171,-6.0,-18.0,5081.54076738477
Test_172,-68.0,5.0,6756.282934545184
Test_173,82.0,-55.0,7446.86356777576
Test_174,-76.0,51.0,9017.341679504323
Test_175,-73.0,85.0,4298.531024147931
Test_176,-36.0,30.0,8548.73040465072
Test_177,25.0,-81.0,7427.862084587249
Test_178,27.0,63.0,8186.938122022841
Test_179,73.0,-44.0,8956.674580669807
Test_180,-14.0,88.0,6540.939492371669
Test_181,88.0,45.0,8447.547484966599
Test_182,-14.0,42.0,7184.729909020651
Test_183,37.0,63.0,9004.373983872552
Test_184,83.0,43.0,8465.3020747716
Test_185,-18.0,49.0,7665.455632397459
Test_186,-54.0,1.0,6943.000399302032
Test_187,-47.0,-37.0,9521.431627939932
Test_188,-40.0,56.0,9673.450888141793
Test_189,34.0,0.0,6082.068388142859
Test_190,-80.0,40.0,8425.356405442357
Test_191,-75.0,6.0,6429.327393041925
Test_192,89.0,-86.0,3263.3188186067814
Test_193,48.0,41.0,10046.174480990912
Test_194,-11.0,-16.0,5237.654919306807
Test_195,12.0,71.0,6946.349910892112
Test_196,-32.0,84.0,7821.786440860429
Test_197,-80.0,-38.0,8317.76013648186
Test_198,-82.0,-53.0,7928.287032672046
Test_199,-45.0,82.0,8574.72791292092
Test_200,88.0,-42.0,8316.444040223607
Test_201,-73.0,-27.0,7831.371908690561
Test_202,-24.0,-76.0,7462.219246770399
Test_203,33.0,58.0,8859.81603558297
Test_204,27.0,-22.0,7044.645326569065
Test_205,-58.0,-50.0,10405.310858162955
Test_206,4.0,90.0,6074.071427162674
Test_207,19.0,-83.0,6877.81567878057
Test_208,-87.0,47.0,8521.277528450852
Test_209,58.0,-69.0,7790.152050882739
Test_210,-10.0,23.0,5820.59639528756
Test_211,55.0,-59.0,8977.951214951056
Test_212,-63.0,54.0,9102.073316116324
Test_213,67.0,-42.0,9206.236256584609
Test_214,63.0,-14.0,7279.9161091390515
Test_215,9.0,13.0,4849.314193866626
Test_216,-10.0,59.0,7242.66427212453
Test_217,21.0,56.0,7853.240550876927
Test_218,5.0,-15.0,4867.449820563283
Test_219,-7.0,65.0,6932.388083725194
Test_220,14.0,-23.0,5967.011292460819
Test_221,74.0,-56.0,8068.908987704633
Test_222,7.0,-80.0,6386.412938996282
Test_223,-78.0,-48.0,8770.61738588107
Test_224,-4.0,-43.0,6756.134135417976
Test_225,2.0,-73.0,6553.797028649301
Test_226,-42.0,80.0,8504.552723978
Test_227,-42.0,-6.0,6687.500769842818
Test_228,60.0,-31.0,8734.503444664257
Test_229,42.0,86.0,8332.300372542817
Test_230,-44.0,-30.0,8628.477266734028
Test_231,-69.0,24.0,7851.701228449493
Test_232,-8.0,-27.0,5854.452901889895
Test_233,61.0,-20.0,7754.9070704342
Test_234,-49.0,-40.0,9870.65127412545
Test_235,-62.0,7.0,6933.2492408652315
Test_236,16.0,-57.0,7618.114801552607
Test_237,-32.0,66.0,8551.364840916036
Test_238,64.0,-22.0,7883.04153052559
Test_239,30.0,17.0,6745.651579757251
Test_240,53.0,26.0,8282.711023932668
Test_241,13.0,6.0,4712.504330772433
Test_242,-31.0,60.0,8734.78748660295
Test_243,-63.0,-63.0,7489.867644310873
Test_244,85.0,-58.0,6585.13957749185
Test_245,-34.0,-14.0,6645.13716517518
Test_246,60.0,61.0,8016.524719105659
Test_247,-83.0,78.0,3910.3576392995824
Test_248,6.0,27.0,5791.436961737282
Test_249,6.0,16.0,5014.3416237022275
Test_250,-47.0,64.0,9693.143819672801
Test_251,-69.0,0.0,6560.822273593419
Test_252,-82.0,-45.0,8531.870916889393
Test_253,56.0,-34.0,9073.869971416205
Test_254,-75.0,-17.0,6987.70638296544
Test_255,32.0,-60.0,8796.646424600342
Test_256,-25.0,-11.0,5836.440591966097
Test_257,65.0,80.0,5628.329122277541
Test_258,54.0,-18.0,7719.553151008214
Test_259,-6.0,38.0,6513.434386820206
Test_260,-50.0,68.0,9565.940024932668
Test_261,-14.0,-28.0,6248.642845926579
Test_262,-57.0,76.0,7558.521585328418
Test_263,-24.0,2.0,5480.171510131111
Test_264,87.0,-65.0,5286.27500763011
Test_265,-25.0,-84.0,7362.834359831665
Test_266,-26.0,-39.0,7999.906321739766
Test_267,-33.0,-46.0,9025.507685443468
Test_268,-59.0,29.0,8528.921784722004
Test_269,-60.0,60.0,8248.923787334112
Test_270,10.0,76.0,6605.337987169939
Test_271,-30.0,50.0,8798.518890412499
Test_272,72.0,69.0,5881.108702172178
Test_273,81.0,62.0,6032.558029957592
Test_274,30.0,-25.0,7629.616753920288
Test_275,80.0,-20.0,7028.847522719755
Test_276,-88.0,70.0,4555.869102414041
Test_277,57.0,88.0,6677.546177430286
Test_278,18.0,78.0,6986.401290238939
Test_279,-88.0,-89.0,3213.761617080221
Test_280,-31.0,-12.0,6444.851030607163
Test_281,-72.0,-17.0,7200.763124621847
Test_282,25.0,-74.0,7657.1672168572795
Test_283,34.0,-21.0,7306.768838299252
Test_284,16.0,16.0,5663.779520126856
Test_285,-21.0,55.0,7933.874078893078
Test_286,40.0,-87.0,8252.835828434652
Test_287,-77.0,22.0,7284.815639990839
Test_288,37.0,70.0,8663.786558560198
Test_289,-9.0,44.0,6906.107339208253
Test_290,20.0,-82.0,7052.750141698297
Test_291,26.0,5.0,5775.2654415921625
Test_292,71.0,-88.0,4440.815415954187
Test_293,-28.0,11.0,6159.111269899296
Test_294,-71.0,-57.0,7786.067680964321
Test_295,-84.0,-9.0,6279.295256327633
Test_296,-48.0,82.0,8642.350030281408
Test_297,-13.0,-4.0,4755.711890487717
Test_298,-19.0,-23.0,6383.194555592167
Test_299,5.0,-32.0,6165.130861327447
Test_300,51.0,46.0,10588.056327098047
