campaign_id,simulation_id,pair_id,phase,selection_stratum,geometry,panel_a_in,panel_b_in,case,theta1,theta2,case_formula,group_key,result_status
UV3S1,UV3S1-P049-6x4-Case2,P049,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,-31,54,[[+/-theta1]/[+/-theta2]]4,Case2|-31|54,planned_blind
UV3S1,UV3S1-P049-6x4-Case3,P049,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,-31,54,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-31|54,planned_blind
UV3S1,UV3S1-P049-6x4-Case4,P049,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,-31,54,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-31|54,planned_blind
UV3S1,UV3S1-P049-6x8-Case2,P049,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,-31,54,[[+/-theta1]/[+/-theta2]]4,Case2|-31|54,planned_blind
UV3S1,UV3S1-P049-6x8-Case3,P049,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,-31,54,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-31|54,planned_blind
UV3S1,UV3S1-P049-6x8-Case4,P049,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,-31,54,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-31|54,planned_blind
UV3S1,UV3S1-P049-8x8-Case2,P049,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,-31,54,[[+/-theta1]/[+/-theta2]]4,Case2|-31|54,planned_blind
UV3S1,UV3S1-P049-8x8-Case3,P049,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,-31,54,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-31|54,planned_blind
UV3S1,UV3S1-P049-8x8-Case4,P049,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,-31,54,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-31|54,planned_blind
UV3S1,UV3S1-P050-6x4-Case2,P050,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,-14,-90,[[+/-theta1]/[+/-theta2]]4,Case2|-14|-90,planned_blind
UV3S1,UV3S1-P050-6x4-Case3,P050,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,-14,-90,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-14|-90,planned_blind
UV3S1,UV3S1-P050-6x4-Case4,P050,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,-14,-90,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-14|-90,planned_blind
UV3S1,UV3S1-P050-6x8-Case2,P050,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,-14,-90,[[+/-theta1]/[+/-theta2]]4,Case2|-14|-90,planned_blind
UV3S1,UV3S1-P050-6x8-Case3,P050,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,-14,-90,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-14|-90,planned_blind
UV3S1,UV3S1-P050-6x8-Case4,P050,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,-14,-90,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-14|-90,planned_blind
UV3S1,UV3S1-P050-8x8-Case2,P050,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,-14,-90,[[+/-theta1]/[+/-theta2]]4,Case2|-14|-90,planned_blind
UV3S1,UV3S1-P050-8x8-Case3,P050,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,-14,-90,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-14|-90,planned_blind
UV3S1,UV3S1-P050-8x8-Case4,P050,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,-14,-90,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-14|-90,planned_blind
UV3S1,UV3S1-P051-6x4-Case2,P051,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,-11,60,[[+/-theta1]/[+/-theta2]]4,Case2|-11|60,planned_blind
UV3S1,UV3S1-P051-6x4-Case3,P051,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,-11,60,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-11|60,planned_blind
UV3S1,UV3S1-P051-6x4-Case4,P051,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,-11,60,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-11|60,planned_blind
UV3S1,UV3S1-P051-6x8-Case2,P051,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,-11,60,[[+/-theta1]/[+/-theta2]]4,Case2|-11|60,planned_blind
UV3S1,UV3S1-P051-6x8-Case3,P051,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,-11,60,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-11|60,planned_blind
UV3S1,UV3S1-P051-6x8-Case4,P051,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,-11,60,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-11|60,planned_blind
UV3S1,UV3S1-P051-8x8-Case2,P051,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,-11,60,[[+/-theta1]/[+/-theta2]]4,Case2|-11|60,planned_blind
UV3S1,UV3S1-P051-8x8-Case3,P051,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,-11,60,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-11|60,planned_blind
UV3S1,UV3S1-P051-8x8-Case4,P051,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,-11,60,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-11|60,planned_blind
UV3S1,UV3S1-P052-6x4-Case2,P052,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,-10,-80,[[+/-theta1]/[+/-theta2]]4,Case2|-10|-80,planned_blind
UV3S1,UV3S1-P052-6x4-Case3,P052,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,-10,-80,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-10|-80,planned_blind
UV3S1,UV3S1-P052-6x4-Case4,P052,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,-10,-80,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-10|-80,planned_blind
UV3S1,UV3S1-P052-6x8-Case2,P052,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,-10,-80,[[+/-theta1]/[+/-theta2]]4,Case2|-10|-80,planned_blind
UV3S1,UV3S1-P052-6x8-Case3,P052,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,-10,-80,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-10|-80,planned_blind
UV3S1,UV3S1-P052-6x8-Case4,P052,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,-10,-80,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-10|-80,planned_blind
UV3S1,UV3S1-P052-8x8-Case2,P052,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,-10,-80,[[+/-theta1]/[+/-theta2]]4,Case2|-10|-80,planned_blind
UV3S1,UV3S1-P052-8x8-Case3,P052,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,-10,-80,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|-10|-80,planned_blind
UV3S1,UV3S1-P052-8x8-Case4,P052,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,-10,-80,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|-10|-80,planned_blind
UV3S1,UV3S1-P053-6x4-Case2,P053,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,3,-32,[[+/-theta1]/[+/-theta2]]4,Case2|3|-32,planned_blind
UV3S1,UV3S1-P053-6x4-Case3,P053,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,3,-32,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|3|-32,planned_blind
UV3S1,UV3S1-P053-6x4-Case4,P053,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,3,-32,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|3|-32,planned_blind
UV3S1,UV3S1-P053-6x8-Case2,P053,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,3,-32,[[+/-theta1]/[+/-theta2]]4,Case2|3|-32,planned_blind
UV3S1,UV3S1-P053-6x8-Case3,P053,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,3,-32,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|3|-32,planned_blind
UV3S1,UV3S1-P053-6x8-Case4,P053,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,3,-32,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|3|-32,planned_blind
UV3S1,UV3S1-P053-8x8-Case2,P053,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,3,-32,[[+/-theta1]/[+/-theta2]]4,Case2|3|-32,planned_blind
UV3S1,UV3S1-P053-8x8-Case3,P053,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,3,-32,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|3|-32,planned_blind
UV3S1,UV3S1-P053-8x8-Case4,P053,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,3,-32,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|3|-32,planned_blind
UV3S1,UV3S1-P054-6x4-Case2,P054,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,11,90,[[+/-theta1]/[+/-theta2]]4,Case2|11|90,planned_blind
UV3S1,UV3S1-P054-6x4-Case3,P054,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,11,90,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|11|90,planned_blind
UV3S1,UV3S1-P054-6x4-Case4,P054,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,11,90,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|11|90,planned_blind
UV3S1,UV3S1-P054-6x8-Case2,P054,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,11,90,[[+/-theta1]/[+/-theta2]]4,Case2|11|90,planned_blind
UV3S1,UV3S1-P054-6x8-Case3,P054,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,11,90,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|11|90,planned_blind
UV3S1,UV3S1-P054-6x8-Case4,P054,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,11,90,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|11|90,planned_blind
UV3S1,UV3S1-P054-8x8-Case2,P054,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,11,90,[[+/-theta1]/[+/-theta2]]4,Case2|11|90,planned_blind
UV3S1,UV3S1-P054-8x8-Case3,P054,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,11,90,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|11|90,planned_blind
UV3S1,UV3S1-P054-8x8-Case4,P054,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,11,90,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|11|90,planned_blind
UV3S1,UV3S1-P055-6x4-Case2,P055,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,14,-52,[[+/-theta1]/[+/-theta2]]4,Case2|14|-52,planned_blind
UV3S1,UV3S1-P055-6x4-Case3,P055,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,14,-52,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|14|-52,planned_blind
UV3S1,UV3S1-P055-6x4-Case4,P055,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,14,-52,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|14|-52,planned_blind
UV3S1,UV3S1-P055-6x8-Case2,P055,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,14,-52,[[+/-theta1]/[+/-theta2]]4,Case2|14|-52,planned_blind
UV3S1,UV3S1-P055-6x8-Case3,P055,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,14,-52,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|14|-52,planned_blind
UV3S1,UV3S1-P055-6x8-Case4,P055,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,14,-52,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|14|-52,planned_blind
UV3S1,UV3S1-P055-8x8-Case2,P055,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,14,-52,[[+/-theta1]/[+/-theta2]]4,Case2|14|-52,planned_blind
UV3S1,UV3S1-P055-8x8-Case3,P055,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,14,-52,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|14|-52,planned_blind
UV3S1,UV3S1-P055-8x8-Case4,P055,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,14,-52,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|14|-52,planned_blind
UV3S1,UV3S1-P056-6x4-Case2,P056,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,25,-67,[[+/-theta1]/[+/-theta2]]4,Case2|25|-67,planned_blind
UV3S1,UV3S1-P056-6x4-Case3,P056,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,25,-67,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|25|-67,planned_blind
UV3S1,UV3S1-P056-6x4-Case4,P056,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,25,-67,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|25|-67,planned_blind
UV3S1,UV3S1-P056-6x8-Case2,P056,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,25,-67,[[+/-theta1]/[+/-theta2]]4,Case2|25|-67,planned_blind
UV3S1,UV3S1-P056-6x8-Case3,P056,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,25,-67,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|25|-67,planned_blind
UV3S1,UV3S1-P056-6x8-Case4,P056,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,25,-67,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|25|-67,planned_blind
UV3S1,UV3S1-P056-8x8-Case2,P056,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,25,-67,[[+/-theta1]/[+/-theta2]]4,Case2|25|-67,planned_blind
UV3S1,UV3S1-P056-8x8-Case3,P056,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,25,-67,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|25|-67,planned_blind
UV3S1,UV3S1-P056-8x8-Case4,P056,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,25,-67,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|25|-67,planned_blind
UV3S1,UV3S1-P057-6x4-Case2,P057,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,26,60,[[+/-theta1]/[+/-theta2]]4,Case2|26|60,planned_blind
UV3S1,UV3S1-P057-6x4-Case3,P057,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,26,60,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|26|60,planned_blind
UV3S1,UV3S1-P057-6x4-Case4,P057,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,26,60,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|26|60,planned_blind
UV3S1,UV3S1-P057-6x8-Case2,P057,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,26,60,[[+/-theta1]/[+/-theta2]]4,Case2|26|60,planned_blind
UV3S1,UV3S1-P057-6x8-Case3,P057,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,26,60,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|26|60,planned_blind
UV3S1,UV3S1-P057-6x8-Case4,P057,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,26,60,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|26|60,planned_blind
UV3S1,UV3S1-P057-8x8-Case2,P057,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,26,60,[[+/-theta1]/[+/-theta2]]4,Case2|26|60,planned_blind
UV3S1,UV3S1-P057-8x8-Case3,P057,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,26,60,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|26|60,planned_blind
UV3S1,UV3S1-P057-8x8-Case4,P057,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,26,60,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|26|60,planned_blind
UV3S1,UV3S1-P058-6x4-Case2,P058,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,44,-72,[[+/-theta1]/[+/-theta2]]4,Case2|44|-72,planned_blind
UV3S1,UV3S1-P058-6x4-Case3,P058,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,44,-72,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|44|-72,planned_blind
UV3S1,UV3S1-P058-6x4-Case4,P058,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,44,-72,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|44|-72,planned_blind
UV3S1,UV3S1-P058-6x8-Case2,P058,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,44,-72,[[+/-theta1]/[+/-theta2]]4,Case2|44|-72,planned_blind
UV3S1,UV3S1-P058-6x8-Case3,P058,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,44,-72,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|44|-72,planned_blind
UV3S1,UV3S1-P058-6x8-Case4,P058,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,44,-72,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|44|-72,planned_blind
UV3S1,UV3S1-P058-8x8-Case2,P058,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,44,-72,[[+/-theta1]/[+/-theta2]]4,Case2|44|-72,planned_blind
UV3S1,UV3S1-P058-8x8-Case3,P058,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,44,-72,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|44|-72,planned_blind
UV3S1,UV3S1-P058-8x8-Case4,P058,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,44,-72,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|44|-72,planned_blind
UV3S1,UV3S1-P059-6x4-Case2,P059,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,54,-73,[[+/-theta1]/[+/-theta2]]4,Case2|54|-73,planned_blind
UV3S1,UV3S1-P059-6x4-Case3,P059,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,54,-73,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|54|-73,planned_blind
UV3S1,UV3S1-P059-6x4-Case4,P059,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,54,-73,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|54|-73,planned_blind
UV3S1,UV3S1-P059-6x8-Case2,P059,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,54,-73,[[+/-theta1]/[+/-theta2]]4,Case2|54|-73,planned_blind
UV3S1,UV3S1-P059-6x8-Case3,P059,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,54,-73,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|54|-73,planned_blind
UV3S1,UV3S1-P059-6x8-Case4,P059,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,54,-73,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|54|-73,planned_blind
UV3S1,UV3S1-P059-8x8-Case2,P059,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,54,-73,[[+/-theta1]/[+/-theta2]]4,Case2|54|-73,planned_blind
UV3S1,UV3S1-P059-8x8-Case3,P059,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,54,-73,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|54|-73,planned_blind
UV3S1,UV3S1-P059-8x8-Case4,P059,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,54,-73,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|54|-73,planned_blind
UV3S1,UV3S1-P060-6x4-Case2,P060,confirmatory,uniform_grid,6x4,6.0,4.0,Case2,80,-45,[[+/-theta1]/[+/-theta2]]4,Case2|80|-45,planned_blind
UV3S1,UV3S1-P060-6x4-Case3,P060,confirmatory,uniform_grid,6x4,6.0,4.0,Case3,80,-45,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|80|-45,planned_blind
UV3S1,UV3S1-P060-6x4-Case4,P060,confirmatory,uniform_grid,6x4,6.0,4.0,Case4,80,-45,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|80|-45,planned_blind
UV3S1,UV3S1-P060-6x8-Case2,P060,confirmatory,uniform_grid,6x8,6.0,8.0,Case2,80,-45,[[+/-theta1]/[+/-theta2]]4,Case2|80|-45,planned_blind
UV3S1,UV3S1-P060-6x8-Case3,P060,confirmatory,uniform_grid,6x8,6.0,8.0,Case3,80,-45,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|80|-45,planned_blind
UV3S1,UV3S1-P060-6x8-Case4,P060,confirmatory,uniform_grid,6x8,6.0,8.0,Case4,80,-45,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|80|-45,planned_blind
UV3S1,UV3S1-P060-8x8-Case2,P060,confirmatory,uniform_grid,8x8,8.0,8.0,Case2,80,-45,[[+/-theta1]/[+/-theta2]]4,Case2|80|-45,planned_blind
UV3S1,UV3S1-P060-8x8-Case3,P060,confirmatory,uniform_grid,8x8,8.0,8.0,Case3,80,-45,[[+/-theta1]/[+/-theta2]/[-/+theta1]/[-/+theta2]]2,Case3|80|-45,planned_blind
UV3S1,UV3S1-P060-8x8-Case4,P060,confirmatory,uniform_grid,8x8,8.0,8.0,Case4,80,-45,[([+/-theta1]/[+/-theta2])2 / ([-/+theta1]/[-/+theta2])2],Case4|80|-45,planned_blind
