Test_ID,Theta1,Theta2,Pt
Test_051,28.0,57.0,13146.09490724422
Test_052,-79.0,34.0,13040.30369540776
Test_053,3.0,87.0,10407.78988135875
Test_054,-17.0,-44.0,11132.416297723208
Test_055,44.0,-49.0,15978.55656988509
Test_056,67.0,-19.0,11859.999978231006
Test_057,2.0,74.0,10816.885846435323
Test_058,82.0,19.0,11396.606701543566
Test_059,14.0,3.0,6306.649709707629
Test_060,44.0,-84.0,12611.81790861294
Test_061,0.0,-52.0,10746.158628551178
Test_062,33.0,26.0,11258.595052466746
Test_063,-75.0,38.0,13552.850342006914
Test_064,-20.0,55.0,12205.524158286522
Test_065,72.0,31.0,12943.978410005697
Test_066,75.0,72.0,7448.670438499852
Test_067,-83.0,68.0,7178.114560371091
Test_068,-26.0,-1.0,7686.572860954864
Test_069,-36.0,57.0,14254.095731363304
Test_070,-89.0,-51.0,10476.223934812482
Test_071,-45.0,-29.0,12716.09095076654
Test_072,-29.0,13.0,8888.603668896048
Test_073,-22.0,46.0,12022.280758533101
Test_074,-1.0,-8.0,5716.065878343027
Test_075,-22.0,82.0,12095.037877165743
Test_076,50.0,5.0,10416.018573240575
Test_077,-64.0,20.0,12109.509820462326
Test_078,29.0,-79.0,12876.771601666607
Test_079,-67.0,39.0,14029.34461111731
Test_080,-53.0,-64.0,13148.979354727584
Test_081,-38.0,-72.0,13756.209687080693
Test_082,85.0,48.0,11359.671020518346
Test_083,-12.0,85.0,10978.612851125075
Test_084,77.0,-48.0,12332.71320768462
Test_085,45.0,75.0,13418.222852003068
Test_086,-41.0,-54.0,14919.636747154522
Test_087,-38.0,89.0,13329.463653816169
Test_088,23.0,33.0,10960.172346577898
Test_089,18.0,-35.0,10427.462177215837
Test_090,-65.0,24.0,12481.52528429179
Test_091,11.0,36.0,9780.85322651959
Test_092,-38.0,-40.0,14530.137862193791
Test_093,-70.0,-78.0,7414.545703109952
Test_094,73.0,-55.0,11134.383857178258
Test_095,68.0,-30.0,13040.613734616434
Test_096,84.0,-52.0,10441.871240492792
Test_097,-46.0,-23.0,11847.381641199378
Test_098,-1.0,36.0,9289.82887035869
Test_099,90.0,40.0,13035.778876287992
Test_100,69.0,62.0,10314.196291591203
Test_101,48.0,15.0,11002.388994386725
Test_102,76.0,-24.0,12197.302866814885
Test_103,66.0,14.0,11318.190911105372
Test_104,83.0,3.0,10351.607046601832
Test_105,89.0,-77.0,5500.079131445661
Test_106,-12.0,43.0,10590.51944935058
Test_107,69.0,8.0,10869.290613392795
Test_108,46.0,-72.0,13518.48283578873
Test_109,-69.0,17.0,11669.105974980948
Test_110,-51.0,1.0,10450.053129684627
Test_111,7.0,87.0,10567.534405391823
Test_112,21.0,-8.0,7380.210260568637
Test_113,35.0,-2.0,8911.674682209028
Test_114,-35.0,-78.0,13317.057346321502
Test_115,22.0,74.0,12262.413411094087
Test_116,12.0,-85.0,10978.124677658947
Test_117,-87.0,33.0,12772.942244448554
Test_118,54.0,-88.0,9819.315468357465
Test_119,31.0,-10.0,8917.337056701692
Test_120,-58.0,-26.0,12707.915409049134
Test_121,-50.0,14.0,11156.579268171121
Test_122,20.0,-73.0,12105.397102369683
Test_123,76.0,4.0,10553.837759404521
Test_124,42.0,-66.0,14472.676625870617
Test_125,-3.0,72.0,10907.97551372333
Test_126,-8.0,18.0,7210.787335277009
Test_127,-66.0,77.0,8304.122844221974
Test_128,59.0,-70.0,10862.651289597521
Test_129,24.0,11.0,8008.259933864926
Test_130,-59.0,12.0,11300.308058230301
Test_131,41.0,53.0,15022.4798603266
Test_132,38.0,35.0,13567.023800306362
Test_133,-21.0,37.0,11126.251845208375
Test_134,-56.0,37.0,14195.02094874393
Test_135,39.0,-76.0,13703.871604059666
Test_136,8.0,-68.0,11159.034290478106
Test_137,68.0,53.0,12282.293971463123
Test_138,-28.0,-75.0,12752.513461556595
Test_139,-52.0,-36.0,14028.672813024827
Test_140,1.0,-3.0,5336.884010934371
Test_141,79.0,49.0,11721.28712482974
Test_142,56.0,10.0,11050.882408640433
Test_143,39.0,-35.0,13728.888528114447
Test_144,-86.0,-39.0,13113.700004432974
Test_145,29.0,32.0,11925.707788688835
Test_146,-41.0,-28.0,12296.970789800735
Test_147,47.0,23.0,11863.95953046978
Test_148,46.0,-62.0,15127.737506600868
Test_149,24.0,-59.0,12732.735800601953
Test_150,15.0,-47.0,11184.094000627882
Test_151,-66.0,-82.0,7670.893446284457
Test_152,-23.0,-66.0,12494.04764860366
Test_153,50.0,-62.0,15091.146680635784
Test_154,-65.0,-65.0,10644.352561549451
Test_155,11.0,-32.0,9324.368902019158
Test_156,70.0,-86.0,6709.957492886296
Test_157,78.0,-26.0,12269.636344745793
Test_158,17.0,-43.0,11076.400916198432
Test_159,-9.0,-4.0,5889.874104229439
Test_160,47.0,-13.0,10796.779935730663
Test_161,-43.0,-45.0,15394.17320734245
Test_162,-71.0,-11.0,11108.456252958946
Test_163,-84.0,28.0,12357.910810892405
Test_164,-16.0,-5.0,6523.833083972654
Test_165,-5.0,10.0,6048.291723986276
Test_166,-61.0,-3.0,10880.179019736954
Test_167,-4.0,-6.0,5495.834880662194
Test_168,-5.0,-1.0,5551.5835896461385
Test_297,-13.0,-4.0,6128.904219972058
Test_298,-19.0,-23.0,9154.383867688563
Test_299,5.0,-32.0,8926.345849572852
Test_300,51.0,46.0,15621.609412662889
Test_169,58.0,-70.0,11087.952798463275
Test_170,-35.0,-50.0,14038.113216211816
Test_171,-6.0,-18.0,6913.74811023802
Test_172,-68.0,5.0,10884.6569447395
Test_173,82.0,-55.0,9915.602798631538
Test_174,-76.0,51.0,11661.473600875219
Test_175,-73.0,85.0,6279.9578073237735
Test_176,-36.0,30.0,12445.26591882334
Test_177,25.0,-81.0,12390.99225413386
Test_178,27.0,63.0,13025.902037573358
Test_179,73.0,-44.0,14110.939644535512
Test_180,-14.0,88.0,11135.016611995858
Test_181,88.0,45.0,12021.968847114773
Test_182,-14.0,42.0,10717.72622051959
Test_183,37.0,63.0,14087.046511270775
Test_184,83.0,43.0,12891.359473056385
Test_185,-18.0,49.0,11684.932306387976
Test_186,-54.0,1.0,10644.657856233222
Test_187,-47.0,-37.0,14236.319604185259
Test_188,-40.0,56.0,14818.104150149351
Test_189,34.0,0.0,8785.155606897726
Test_190,-80.0,40.0,13453.68156451564
Test_191,-75.0,6.0,10692.681556846177
Test_192,89.0,-86.0,4727.763948860424
Test_193,48.0,41.0,15041.205104190078
Test_194,-11.0,-16.0,7007.181764278509
Test_195,12.0,71.0,11361.907689640111
Test_196,-32.0,84.0,13016.212927854713
Test_197,-80.0,-38.0,13310.78502963727
Test_198,-82.0,-53.0,10373.677360082358
Test_199,-45.0,82.0,12535.222156498497
Test_200,88.0,-42.0,12835.600815772656
Test_201,-73.0,-27.0,12580.783160925163
Test_202,-24.0,-76.0,12343.872724736575
Test_203,33.0,58.0,13757.733548476128
Test_204,27.0,-22.0,9970.73149825205
Test_205,-58.0,-50.0,15063.627778016893
Test_206,4.0,90.0,10499.945026428817
Test_207,19.0,-83.0,11673.005464186292
Test_208,-87.0,47.0,11536.249054803751
Test_209,58.0,-69.0,11269.621434059794
Test_210,-10.0,23.0,8183.147072199131
Test_211,55.0,-59.0,13086.528332955007
Test_212,-63.0,54.0,13150.352829204754
Test_213,67.0,-42.0,14302.210652374668
Test_214,63.0,-14.0,11492.58173855978
Test_215,9.0,13.0,6597.795506081893
Test_216,-10.0,59.0,11354.56593541574
Test_217,21.0,56.0,12293.64158667831
Test_218,5.0,-15.0,6402.469741190291
Test_219,-7.0,65.0,11261.351637996446
Test_220,14.0,-23.0,8602.46276546985
Test_221,74.0,-56.0,10752.091540221068
Test_222,7.0,-80.0,10812.931732833396
Test_223,-78.0,-48.0,12194.566503464266
Test_224,-4.0,-43.0,10122.112743978552
Test_225,2.0,-73.0,10812.38998982847
Test_226,-42.0,80.0,13490.549149154904
Test_227,-42.0,-6.0,9856.384739380084
Test_228,60.0,-31.0,13306.903224330877
Test_229,42.0,86.0,12994.50172089408
Test_230,-44.0,-30.0,12834.914413211172
Test_231,-69.0,24.0,12392.930211813466
Test_232,-8.0,-27.0,8367.352406433958
Test_233,61.0,-20.0,12056.07363589575
Test_234,-49.0,-40.0,14818.656725746187
Test_235,-62.0,7.0,10952.432304932126
Test_236,16.0,-57.0,11779.46493847202
Test_237,-32.0,66.0,13542.1700166901
Test_238,64.0,-22.0,12291.777831108406
Test_239,30.0,17.0,9415.777367927714
Test_240,53.0,26.0,12562.436806154026
Test_241,13.0,6.0,6293.154759672187
Test_242,-31.0,60.0,13598.312292840685
Test_243,-63.0,-63.0,11489.546704076765
Test_244,85.0,-58.0,9028.099424723876
Test_245,-34.0,-14.0,9614.112227391543
Test_246,60.0,61.0,12081.555073175947
Test_247,-83.0,78.0,5671.273242703618
Test_248,6.0,27.0,8395.773869510022
Test_249,6.0,16.0,6703.193712084348
Test_250,-47.0,64.0,15094.175506553362
Test_251,-69.0,0.0,10788.090090115042
Test_252,-82.0,-45.0,12507.997458657173
Test_253,56.0,-34.0,13748.132873835375
Test_254,-75.0,-17.0,11473.333998526414
Test_255,32.0,-60.0,13627.229121277303
Test_256,-25.0,-11.0,8159.511623426324
Test_257,65.0,80.0,8072.760531920893
Test_258,54.0,-18.0,11728.3837371449
Test_259,-6.0,38.0,9604.659798237624
Test_260,-50.0,68.0,13104.726979534289
Test_261,-14.0,-28.0,9052.409008118524
Test_262,-57.0,76.0,10245.561381937609
Test_263,-24.0,2.0,7621.243813933402
Test_264,87.0,-65.0,7493.897734400029
Test_265,-25.0,-84.0,12280.340430425276
Test_266,-26.0,-39.0,11970.80128013163
Test_267,-33.0,-46.0,13592.04900001641
Test_268,-59.0,29.0,13123.182356647423
Test_269,-60.0,60.0,12343.97515187484
Test_270,10.0,76.0,11097.493608622772
Test_271,-30.0,50.0,13356.381135363956
Test_272,72.0,69.0,8443.172688165343
Test_273,81.0,62.0,8474.336761597684
Test_274,30.0,-25.0,10882.909325104827
Test_275,80.0,-20.0,11617.148236059393
Test_276,-88.0,70.0,6553.09160189288
Test_277,57.0,88.0,9154.598979582353
Test_278,18.0,78.0,11761.759711655795
Test_279,-88.0,-89.0,4669.139261638017
Test_280,-31.0,-12.0,8987.994725911747
Test_281,-72.0,-17.0,11527.201138473023
Test_282,25.0,-74.0,12559.976487643777
Test_283,34.0,-21.0,10584.862630032942
Test_284,16.0,16.0,7578.680098887121
Test_285,-21.0,55.0,12324.709733971822
Test_286,40.0,-87.0,13283.402971493677
Test_287,-77.0,22.0,11920.98182812038
Test_288,37.0,70.0,13821.4822941014
Test_289,-9.0,44.0,10518.593127370803
Test_290,20.0,-82.0,11800.118514138949
Test_291,26.0,5.0,7908.671706954566
Test_292,71.0,-88.0,6472.877711273355
Test_293,-28.0,11.0,8559.674061284964
Test_294,-71.0,-57.0,10965.657031230754
Test_295,-84.0,-9.0,10574.029041550011
Test_296,-48.0,82.0,11694.489512867725
