Test_ID,theta1,theta2,Pt,type,panel_a_in,panel_b_in,source_dataset,source_test_id,csv_path
6x4_026,-81.0,73.0,6744.9138728114285,1,6.0,4.0,6x4_curated_v1,Test_026,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_026.csv
6x4_027,54.0,-38.0,15446.130281350363,1,6.0,4.0,6x4_curated_v1,Test_027,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_027.csv
6x4_028,36.0,-31.0,16682.210319863058,2,6.0,4.0,6x4_curated_v1,Test_028,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_028.csv
6x4_029,52.0,-41.0,15313.712162579053,1,6.0,4.0,6x4_curated_v1,Test_029,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_029.csv
6x4_030,15.0,-12.0,17744.380938128746,3,6.0,4.0,6x4_curated_v1,Test_030,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_030.csv
6x4_031,-55.0,-62.0,12596.629945386905,1,6.0,4.0,6x4_curated_v1,Test_031,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_031.csv
6x4_032,-19.0,-7.0,18265.84956987515,3,6.0,4.0,6x4_curated_v1,Test_032,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_032.csv
6x4_033,-61.0,86.0,8682.978801978961,1,6.0,4.0,6x4_curated_v1,Test_033,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_033.csv
6x4_034,-43.0,-15.0,20219.92060986161,2,6.0,4.0,6x4_curated_v1,Test_034,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_034.csv
6x4_035,70.0,81.0,7269.449927975162,1,6.0,4.0,6x4_curated_v1,Test_035,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_035.csv
6x4_036,8.0,25.0,19590.312251762076,3,6.0,4.0,6x4_curated_v1,Test_036,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_036.csv
6x4_037,-85.0,67.0,7437.374438342424,1,6.0,4.0,6x4_curated_v1,Test_037,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_037.csv
6x4_038,-56.0,52.0,13793.36665248805,1,6.0,4.0,6x4_curated_v1,Test_038,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_038.csv
6x4_039,64.0,42.0,15236.895707091195,1,6.0,4.0,6x4_curated_v1,Test_039,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_039.csv
6x4_040,-27.0,-54.0,17847.394344086144,2,6.0,4.0,6x4_curated_v1,Test_040,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_040.csv
6x4_041,-2.0,-68.0,22366.10987565245,2,6.0,4.0,6x4_curated_v1,Test_041,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_041.csv
6x4_042,84.0,51.0,11029.187226315635,1,6.0,4.0,6x4_curated_v1,Test_042,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_042.csv
6x4_043,79.0,-71.0,7265.906238969385,1,6.0,4.0,6x4_curated_v1,Test_043,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_043.csv
6x4_044,59.0,-56.0,13023.83583202239,1,6.0,4.0,6x4_curated_v1,Test_044,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_044.csv
6x4_045,-18.0,-35.0,20742.239262719024,2,6.0,4.0,6x4_curated_v1,Test_045,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_045.csv
6x4_046,-76.0,-77.0,6801.598728565306,1,6.0,4.0,6x4_curated_v1,Test_046,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_046.csv
6x4_047,42.0,27.0,16670.4063688223,2,6.0,4.0,6x4_curated_v1,Test_047,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_047.csv
6x4_048,1.0,71.0,22351.737191512922,2,6.0,4.0,6x4_curated_v1,Test_048,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_048.csv
6x4_049,-37.0,22.0,18986.188840685034,2,6.0,4.0,6x4_curated_v1,Test_049,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_049.csv
6x4_050,-16.0,44.0,20112.13068030207,2,6.0,4.0,6x4_curated_v1,Test_050,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_050.csv
6x4_051,28.0,57.0,17702.527798828363,2,6.0,4.0,6x4_curated_v1,Test_051,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_051.csv
6x4_052,-79.0,34.0,16829.45536165559,2,6.0,4.0,6x4_curated_v1,Test_052,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_052.csv
6x4_053,3.0,87.0,22220.532735999415,2,6.0,4.0,6x4_curated_v1,Test_053,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_053.csv
6x4_054,-17.0,-44.0,20540.564821381304,2,6.0,4.0,6x4_curated_v1,Test_054,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_054.csv
6x4_055,44.0,-49.0,15997.367575066146,1,6.0,4.0,6x4_curated_v1,Test_055,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_055.csv
6x4_056,67.0,-19.0,20247.081969890616,2,6.0,4.0,6x4_curated_v1,Test_056,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_056.csv
6x4_057,2.0,74.0,22307.3810493151,2,6.0,4.0,6x4_curated_v1,Test_057,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_057.csv
6x4_058,82.0,19.0,19825.92013785666,2,6.0,4.0,6x4_curated_v1,Test_058,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_058.csv
6x4_059,14.0,3.0,17907.041420745703,3,6.0,4.0,6x4_curated_v1,Test_059,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_059.csv
6x4_060,44.0,-84.0,11896.605474082471,1,6.0,4.0,6x4_curated_v1,Test_060,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_060.csv
6x4_061,0.0,-52.0,22402.342271727717,2,6.0,4.0,6x4_curated_v1,Test_061,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_061.csv
6x4_062,33.0,26.0,17685.15756520484,2,6.0,4.0,6x4_curated_v1,Test_062,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_062.csv
6x4_063,-75.0,38.0,16012.548531386854,2,6.0,4.0,6x4_curated_v1,Test_063,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_063.csv
6x4_064,-20.0,55.0,19359.54785727134,2,6.0,4.0,6x4_curated_v1,Test_064,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_064.csv
6x4_065,72.0,31.0,17499.697679404366,2,6.0,4.0,6x4_curated_v1,Test_065,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_065.csv
6x4_066,75.0,72.0,7625.839698244229,1,6.0,4.0,6x4_curated_v1,Test_066,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_066.csv
6x4_067,-83.0,68.0,7387.256006503648,1,6.0,4.0,6x4_curated_v1,Test_067,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_067.csv
6x4_068,-26.0,-1.0,19306.640859573567,3,6.0,4.0,6x4_curated_v1,Test_068,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_068.csv
6x4_069,-36.0,57.0,15982.069252168067,1,6.0,4.0,6x4_curated_v1,Test_069,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_069.csv
6x4_070,-89.0,-51.0,10878.994333085067,1,6.0,4.0,6x4_curated_v1,Test_070,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_070.csv
6x4_071,-45.0,-29.0,16257.495189212224,2,6.0,4.0,6x4_curated_v1,Test_071,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_071.csv
6x4_072,-29.0,13.0,20882.91104651696,3,6.0,4.0,6x4_curated_v1,Test_072,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_072.csv
6x4_073,-22.0,46.0,18371.96950636458,2,6.0,4.0,6x4_curated_v1,Test_073,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_073.csv
6x4_074,-1.0,-8.0,16633.331228700798,3,6.0,4.0,6x4_curated_v1,Test_074,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_074.csv
6x4_075,-22.0,82.0,19756.321916457244,2,6.0,4.0,6x4_curated_v1,Test_075,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_075.csv
6x4_076,50.0,5.0,21956.812747095355,2,6.0,4.0,6x4_curated_v1,Test_076,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_076.csv
6x4_077,-64.0,20.0,19525.691414505887,2,6.0,4.0,6x4_curated_v1,Test_077,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_077.csv
6x4_078,29.0,-79.0,18247.13242932,2,6.0,4.0,6x4_curated_v1,Test_078,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_078.csv
6x4_079,-67.0,39.0,15675.124287693527,1,6.0,4.0,6x4_curated_v1,Test_079,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_079.csv
6x4_080,-53.0,-64.0,13188.68719536989,1,6.0,4.0,6x4_curated_v1,Test_080,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_080.csv
6x4_081,-38.0,-72.0,16101.966755035071,1,6.0,4.0,6x4_curated_v1,Test_081,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_081.csv
6x4_082,85.0,48.0,11681.724205184206,1,6.0,4.0,6x4_curated_v1,Test_082,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_082.csv
6x4_083,-12.0,85.0,21318.504605026796,2,6.0,4.0,6x4_curated_v1,Test_083,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_083.csv
6x4_084,77.0,-48.0,12369.496645623376,1,6.0,4.0,6x4_curated_v1,Test_084,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_084.csv
6x4_085,45.0,75.0,12709.042168351167,1,6.0,4.0,6x4_curated_v1,Test_085,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_085.csv
6x4_086,-41.0,-54.0,15448.245617651613,1,6.0,4.0,6x4_curated_v1,Test_086,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_086.csv
6x4_087,-38.0,89.0,16215.94096466197,1,6.0,4.0,6x4_curated_v1,Test_087,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_087.csv
6x4_088,23.0,33.0,18694.66851299173,2,6.0,4.0,6x4_curated_v1,Test_088,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_088.csv
6x4_089,18.0,-35.0,20031.033295417208,2,6.0,4.0,6x4_curated_v1,Test_089,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_089.csv
6x4_090,-65.0,24.0,18567.623358161043,2,6.0,4.0,6x4_curated_v1,Test_090,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_090.csv
6x4_091,11.0,36.0,20529.061392558167,3,6.0,4.0,6x4_curated_v1,Test_091,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_091.csv
6x4_092,-38.0,-40.0,16184.331037269763,1,6.0,4.0,6x4_curated_v1,Test_092,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_092.csv
6x4_093,-70.0,-78.0,7602.417950602328,1,6.0,4.0,6x4_curated_v1,Test_093,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_093.csv
6x4_094,73.0,-55.0,11154.074047091275,1,6.0,4.0,6x4_curated_v1,Test_094,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_094.csv
6x4_095,68.0,-30.0,17598.910685998562,2,6.0,4.0,6x4_curated_v1,Test_095,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_095.csv
6x4_096,84.0,-52.0,10698.233320148027,1,6.0,4.0,6x4_curated_v1,Test_096,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_096.csv
6x4_097,-46.0,-23.0,18350.670366569502,2,6.0,4.0,6x4_curated_v1,Test_097,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_097.csv
6x4_098,-1.0,36.0,21662.009884847586,3,6.0,4.0,6x4_curated_v1,Test_098,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_098.csv
6x4_099,90.0,40.0,12441.102931116799,1,6.0,4.0,6x4_curated_v1,Test_099,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_099.csv
6x4_100,69.0,62.0,10387.087862504186,1,6.0,4.0,6x4_curated_v1,Test_100,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_100.csv
6x4_101,48.0,15.0,20891.245745716828,2,6.0,4.0,6x4_curated_v1,Test_101,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_101.csv
6x4_102,76.0,-24.0,19346.702310993776,2,6.0,4.0,6x4_curated_v1,Test_102,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_102.csv
6x4_103,66.0,14.0,21532.906827779134,2,6.0,4.0,6x4_curated_v1,Test_103,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_103.csv
6x4_104,83.0,3.0,22607.115395730732,2,6.0,4.0,6x4_curated_v1,Test_104,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_104.csv
6x4_105,89.0,-77.0,5746.904316018119,1,6.0,4.0,6x4_curated_v1,Test_105,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_105.csv
6x4_106,-12.0,43.0,21143.621819788485,2,6.0,4.0,6x4_curated_v1,Test_106,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_106.csv
6x4_107,69.0,8.0,21723.817042202932,2,6.0,4.0,6x4_curated_v1,Test_107,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_107.csv
6x4_108,46.0,-72.0,13024.505182488352,1,6.0,4.0,6x4_curated_v1,Test_108,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_108.csv
6x4_109,-69.0,17.0,20908.730421593857,2,6.0,4.0,6x4_curated_v1,Test_109,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_109.csv
6x4_110,-51.0,1.0,22195.57094591244,2,6.0,4.0,6x4_curated_v1,Test_110,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_110.csv
6x4_111,7.0,87.0,22731.6621763032,2,6.0,4.0,6x4_curated_v1,Test_111,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_111.csv
6x4_112,21.0,-8.0,18946.00444524986,3,6.0,4.0,6x4_curated_v1,Test_112,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_112.csv
6x4_113,35.0,-2.0,21540.828092740405,3,6.0,4.0,6x4_curated_v1,Test_113,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_113.csv
6x4_114,-35.0,-78.0,16457.21199092562,2,6.0,4.0,6x4_curated_v1,Test_114,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_114.csv
6x4_115,22.0,74.0,19993.581323305487,2,6.0,4.0,6x4_curated_v1,Test_115,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_115.csv
6x4_116,12.0,-85.0,21298.765641703387,2,6.0,4.0,6x4_curated_v1,Test_116,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_116.csv
6x4_117,-87.0,33.0,16676.73551302453,2,6.0,4.0,6x4_curated_v1,Test_117,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_117.csv
6x4_118,54.0,-88.0,10226.84260858503,1,6.0,4.0,6x4_curated_v1,Test_118,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_118.csv
6x4_119,31.0,-10.0,21158.14945828343,3,6.0,4.0,6x4_curated_v1,Test_119,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_119.csv
6x4_120,-58.0,-26.0,18123.611622573513,2,6.0,4.0,6x4_curated_v1,Test_120,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_120.csv
6x4_121,-50.0,14.0,20659.04923228132,2,6.0,4.0,6x4_curated_v1,Test_121,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_121.csv
6x4_122,20.0,-73.0,20533.187549933256,2,6.0,4.0,6x4_curated_v1,Test_122,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_122.csv
6x4_123,76.0,4.0,22005.424993925648,2,6.0,4.0,6x4_curated_v1,Test_123,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_123.csv
6x4_124,42.0,-66.0,15480.572352599325,1,6.0,4.0,6x4_curated_v1,Test_124,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_124.csv
6x4_125,-3.0,72.0,22291.73227272642,2,6.0,4.0,6x4_curated_v1,Test_125,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_125.csv
6x4_126,-8.0,18.0,17936.599686716796,3,6.0,4.0,6x4_curated_v1,Test_126,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_126.csv
6x4_127,-66.0,77.0,8438.8519584146,1,6.0,4.0,6x4_curated_v1,Test_127,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_127.csv
6x4_128,59.0,-70.0,10901.946422125704,1,6.0,4.0,6x4_curated_v1,Test_128,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_128.csv
6x4_129,24.0,11.0,19215.557040940086,3,6.0,4.0,6x4_curated_v1,Test_129,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_129.csv
6x4_130,-59.0,12.0,21115.77460837521,2,6.0,4.0,6x4_curated_v1,Test_130,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_130.csv
6x4_131,41.0,53.0,15463.574186148373,1,6.0,4.0,6x4_curated_v1,Test_131,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_131.csv
6x4_132,38.0,35.0,15853.528947769119,1,6.0,4.0,6x4_curated_v1,Test_132,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_132.csv
6x4_133,-21.0,37.0,18858.637339791876,2,6.0,4.0,6x4_curated_v1,Test_133,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_133.csv
6x4_134,-56.0,37.0,15613.98066548602,1,6.0,4.0,6x4_curated_v1,Test_134,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_134.csv
6x4_135,39.0,-76.0,15970.020756198352,1,6.0,4.0,6x4_curated_v1,Test_135,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_135.csv
6x4_136,8.0,-68.0,21942.21733271239,2,6.0,4.0,6x4_curated_v1,Test_136,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_136.csv
6x4_137,68.0,53.0,12350.068907289819,1,6.0,4.0,6x4_curated_v1,Test_137,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_137.csv
6x4_138,-28.0,-75.0,17983.163256646327,2,6.0,4.0,6x4_curated_v1,Test_138,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_138.csv
6x4_139,-52.0,-36.0,15579.427626523031,1,6.0,4.0,6x4_curated_v1,Test_139,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_139.csv
6x4_140,1.0,-3.0,16479.08891848038,3,6.0,4.0,6x4_curated_v1,Test_140,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_140.csv
6x4_141,79.0,49.0,11867.74493785736,1,6.0,4.0,6x4_curated_v1,Test_141,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_141.csv
6x4_142,56.0,10.0,21373.8847428938,2,6.0,4.0,6x4_curated_v1,Test_142,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_142.csv
6x4_143,39.0,-35.0,15800.848549025524,1,6.0,4.0,6x4_curated_v1,Test_143,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_143.csv
6x4_144,-86.0,-39.0,15821.081223506479,1,6.0,4.0,6x4_curated_v1,Test_144,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_144.csv
6x4_145,29.0,32.0,17417.389883857024,2,6.0,4.0,6x4_curated_v1,Test_145,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_145.csv
6x4_146,-41.0,-28.0,16838.211827879044,2,6.0,4.0,6x4_curated_v1,Test_146,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_146.csv
6x4_147,47.0,23.0,18292.090571211687,2,6.0,4.0,6x4_curated_v1,Test_147,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_147.csv
6x4_148,46.0,-62.0,15172.3322432431,1,6.0,4.0,6x4_curated_v1,Test_148,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_148.csv
